CourtID,CourtName,CourtLevelID,CSPAggID,FundingID,AppealFromAdminAgency,Notes,Link,DisplayOrder
266,Circuit,GJ        ,GJ        ,M,TRUE,Jury trials.,http://ujs.sd.gov/Circuit_Court/default.aspx,241
267,Magistrate,LJ        ,LJ        ,M,FALSE,Jury trials except in small claims.,-99,242
88,Supreme Court,COLR      ,COLR      ,S,FALSE,-99,http://www.tsc.state.tn.us/courts/supreme-court,243
89,Court of Appeals,IAC       ,IAC       ,S,TRUE,-99,http://www.tsc.state.tn.us/courts/court-appeals,244
90,Court of Criminal Appeals,IAC       ,IAC       ,S,FALSE,-99,http://www.tsc.state.tn.us/courts/court-criminal-appeals,245
268,Chancery,GJ        ,GJ        ,M,TRUE,Jury trials.,http://www.tsc.state.tn.us/courts/court-criminal-appeals,246
269,Circuit,GJ        ,GJ        ,M,TRUE,Jury trials.,http://www.tsc.state.tn.us/courts/circuit-criminal-chancery-courts,247
270,Criminal,GJ        ,GJ        ,M,FALSE,Jury trials.,http://www.tsc.state.tn.us/courts/circuit-criminal-chancery-courts,248
271,General Sessions,LJ        ,LJ        ,M,FALSE,No jury trials.,http://www.tsc.state.tn.us/courts/municipal-courts,249
272,Juvenile,LJ        ,GJ        ,M,FALSE,No jury trials.,http://www.tncourts.gov/courts/juvenile-family-courts,250
273,Municipal,LJ        ,LJ        ,M,FALSE,No jury trials.,http://www.tsc.state.tn.us/courts/municipal-courts,251
274,Probate,GJ        ,GJ        ,L,FALSE,No jury trials.,http://www.tsc.state.tn.us/courts/circuit-criminal-chancery-courts/about,252
91,Court of Criminal Appeals,COLR      ,COLR      ,S,FALSE,-99,http://www.txcourts.gov/cca,253
92,Supreme Court,COLR      ,COLR      ,S,FALSE,-99,http://www.txcourts.gov/supreme.aspx,254
93,Court of Appeals,IAC       ,IAC       ,S,FALSE,-99,http://www.txcourts.gov/about-texas-courts/courts-of-appeals.aspx,255
275,Constitutional County,LJ        ,LJ        ,S,FALSE,Jury trials.,-99,256
276,County Court at Law,LJ        ,LJ        ,S,FALSE,Jury trials.,-99,257
277,District,GJ        ,GJ        ,M,TRUE,Jury trials.,http://www.txcourts.gov/courts/overview/about-texas-courts/trial-courts.aspx,258
278,Justice,LJ        ,LJ        ,L,FALSE,Jury trials.,http://www.txcourts.gov/courts/overview/about-texas-courts/trial-courts.aspx,259
279,Municipal,LJ        ,LJ        ,L,FALSE,Jury trials.,http://www.txcourts.gov/courts/overview/about-texas-courts/trial-courts.aspx,260
280,Statutory Probate,LJ        ,LJ        ,M,FALSE,Jury trials.,-99,261
94,Supreme Court,COLR      ,COLR      ,S,FALSE,-99,https://www.utcourts.gov/courts/sup/index.htm,262
95,Court of Appeals,IAC       ,IAC       ,S,FALSE,-99,https://www.utcourts.gov/courts/sup/index.htm,263
281,District,GJ        ,GJ        ,M,TRUE,Jury trials in most cases.,https://www.utcourts.gov/courts/dist/index.htm,264
282,Justice,LJ        ,LJ        ,L,FALSE,Jury trials in some case types.,https://www.utcourts.gov/courts/just/index.htm,265
283,Juvenile,LJ        ,GJ        ,M,FALSE,No jury trials.,https://www.utcourts.gov/courts/juv/index.htm,266
96,Supreme Court,COLR      ,COLR      ,S,FALSE,-99,https://www.vermontjudiciary.org/supreme-court,267
284,Superior,GJ        ,GJ        ,S,TRUE,Jury trials.,https://www.vermontjudiciary.org/court-divisions,268
98,Supreme Court,COLR      ,COLR      ,S,FALSE,-99,http://www.courts.state.va.us/courts/scv/home.html,269
99,Court of Appeals,IAC       ,IAC       ,S,FALSE,-99,http://www.courts.state.va.us/courts/cav/home.html,270
286,Circuit,GJ        ,GJ        ,M,TRUE,Jury trials.,http://www.courts.state.va.us/courts/circuit/home.html,271
287,District,LJ        ,LJ        ,M,FALSE,No jury trials.,http://www.courts.state.va.us/courts/gd/home.html,272
100,Supreme Court,COLR      ,COLR      ,S,FALSE,-99,http://www.courts.wa.gov/appellate_trial_courts/,273
101,Court of Appeals,IAC       ,IAC       ,S,FALSE,-99,http://www.courts.wa.gov/appellate_trial_courts/,274
288,District,LJ        ,LJ        ,L,FALSE,Jury trials except in traffic infractions and parking violations.,http://www.courts.wa.gov/appellate_trial_courts/?fa=atc.crtPage&crtType=Dist,275
289,Municipal,LJ        ,LJ        ,L,FALSE,Jury trials except in traffic infractions and parking violations.,http://www.courts.wa.gov/appellate_trial_courts/?fa=atc.crtPage&crtType=Muni,276
290,Superior,GJ        ,GJ        ,M,TRUE,Jury trials.,http://www.courts.wa.gov/appellate_trial_courts/?fa=atc.crtPage&crtType=Super,277
102,Supreme Court of Appeals,COLR      ,COLR      ,S,FALSE,-99,http://www.courtswv.gov/supreme-court/index.html,278
291,Circuit,GJ        ,GJ        ,M,TRUE,Jury trials.,http://www.courtswv.gov/lower-courts/circuit-courts.html,279
292,Family,LJ        ,LJ        ,M,FALSE,No jury trials.,http://www.courtswv.gov/lower-courts/family-courts.html,280
293,Magistrate,LJ        ,LJ        ,S,FALSE,Jury trials.,http://www.courtswv.gov/lower-courts/magistrate-courts.html,281
294,Municipal,LJ        ,LJ        ,L,FALSE,Jury trials.,-99,282
103,Supreme Court,COLR      ,COLR      ,S,FALSE,-99,https://wicourts.gov/courts/supreme/index.htm,283
104,Court of Appeals,IAC       ,IAC       ,S,FALSE,-99,https://wicourts.gov/courts/appeals/index.htm,284
295,Circuit,GJ        ,GJ        ,M,TRUE,Jury trials in most cases.,https://wicourts.gov/courts/circuit/index.htm,285
296,Municipal,LJ        ,LJ        ,L,FALSE,No jury trials.,https://wicourts.gov/courts/municipal/index.htm,286
105,Supreme Court,COLR      ,COLR      ,S,TRUE,-99,https://www.courts.state.wy.us/supreme-court/,287
297,Circuit,LJ        ,LJ        ,M,FALSE,Jury trials except in small claims.,https://www.courts.state.wy.us/circuit-courts/,288
298,District,GJ        ,GJ        ,M,TRUE,Jury trials.,https://www.courts.state.wy.us/district-courts/,289
299,Municipal,LJ        ,LJ        ,L,FALSE,Jury trials.,-99,290
23,Supreme Court,COLR      ,COLR      ,U,TRUE,-99,-99,60
147,Superior,GJ        ,GJ        ,U,TRUE,-99,-99,61
196,Municipal,LJ        ,LJ        ,L,FALSE,Jury Trial in Springfield Municipality Only,https://www.courts.mo.gov/page.jsp?id=7418,140
